"year","name","flow","sd","upp50","lwr50","upp80","lwr80","model"
2013,"Belgium",290567.458983538,28499.5425477563,309806.011502846,273526.937236257,331037.56551631,259005.459189962,"Main"
2013,"Bulgaria",519652.375165375,41792.3668180006,548683.510820065,492980.436697957,575487.545246768,468715.200808568,"Main"
2013,"Croatia",252919.603933283,35008.8068785483,277059.289407242,231403.820579709,303105.546554665,215420.991423866,"Main"
2013,"Cyprus",80668.8658622366,14949.2466996757,91391.9356250812,71744.1888937309,102327.683247918,64679.2534878404,"Main"
2013,"Czechia",231630.029935281,92404.1038746489,284274.01596062,194539.85423363,362453.221066396,172401.121933105,"Main"
2013,"Denmark",91248.7544039942,8442.80820586408,96978.1987710489,86047.9467733881,103025.380963667,81654.7124457105,"Main"
2013,"Estonia",68604.9484275471,5752.22622071316,72528.5229143382,65004.3875861613,76470.7088864206,61886.1329232915,"Main"
2013,"Finland",148733.570684198,13649.1194377245,158415.543638216,139845.121799678,167249.801862822,132634.373603042,"Main"
2013,"France",812121.197022915,57258.7311087236,851621.271071459,772288.312891006,887085.201661793,740808.592844611,"Main"
2013,"Germany",1334239.21832308,86906.0140145638,1393999.82836395,1279135.07488983,1450649.57666753,1230466.97949217,"Main"
2013,"Greece",128847.532841471,12578.705280978,137560.641761505,120282.7928573,146452.950636024,114334.256771844,"Main"
2013,"Hungary",256123.045055566,28635.8173096082,275287.099760252,238301.086047831,296216.163461215,224514.283011942,"Main"
2013,"Ireland",277100.810261494,59559.551779613,319516.338820024,243809.087218307,363851.057607807,215363.599746231,"Main"
2013,"Italy",788684.270940461,88194.8317182452,849996.890724139,733465.293276466,910687.757288964,689803.910975547,"Main"
2013,"Latvia",126538.412946355,16944.6752787393,138445.03988035,116097.802988185,150757.430972851,107892.495158615,"Main"
2013,"Lithuania",238443.436034208,29648.4310791343,259008.368238094,220843.208687885,281112.40513673,206270.315015821,"Main"
2013,"Luxembourg",44061.0203637567,4856.73357338882,47309.1852691464,41008.6348110098,50879.9563351047,38666.7564072883,"Main"
2013,"Malta",25119.2183066274,6102.59841002646,29407.2824052524,21558.2491066097,34303.732063992,18961.1548666322,"Main"
2013,"Netherlands",326986.632712233,28030.550207929,346549.405945594,309126.130495477,366265.187467347,295990.097764406,"Main"
2013,"Poland",2335867.36093701,319738.112391265,2557724.23944632,2146434.94462915,2782433.2704497,1989903.28119643,"Main"
2013,"Portugal",843317.961745863,129984.503703686,931540.558925228,765298.35006008,1028101.43583588,704838.910981885,"Main"
2013,"Romania",2666509.2458348,187341.39104366,2796471.6762612,2540471.33174093,2921908.52464183,2433339.57686358,"Main"
2013,"Slovakia",256507.969885425,23922.5534419481,273847.538308721,242497.076805004,290378.161166179,230163.052334478,"Main"
2013,"Slovenia",57781.1297699816,7601.09651394924,63441.351109632,53249.2835862673,68706.766817908,49358.0220020019,"Main"
2013,"Spain",399409.094781575,45679.0626732322,430448.389286862,370280.073572045,465141.354277388,347952.628170547,"Main"
2013,"Sweden",140594.767254174,11001.2562710539,148128.522016869,133851.148439711,156084.646105421,128349.274448567,"Main"
2013,"United Kingdom",789277.753089367,65714.094541158,835095.953190633,749373.144349835,879349.881248685,713402.088982827,"Main"
2014,"Austria",175052.318872107,31760.1432989636,197580.796071883,156630.636887754,220038.046539368,142224.66930763,"Main"
2014,"Belgium",299705.433185826,30122.9255430151,320925.063174744,281204.246302322,341431.259506783,266052.540335867,"Main"
2014,"Bulgaria",556142.051151057,50717.3011647807,590697.06215357,524505.195011226,626123.138880538,499026.156301534,"Main"
2014,"Croatia",260841.106341895,38207.0090546176,286186.467763063,238678.109472795,315295.585275381,220223.782006187,"Main"
2014,"Cyprus",79847.629723681,15035.7883104173,90719.9857360035,71182.3421129613,101184.51699167,63536.0798721682,"Main"
2014,"Czechia",245463.464164877,85001.9384476965,298012.63791748,209774.891110779,363816.448469409,187858.605488891,"Main"
2014,"Denmark",94856.6819642703,10411.2547148621,102034.837093761,88578.7743431339,109625.188473899,83332.6551328464,"Main"
2014,"Estonia",77069.8749942621,6980.80563267933,81748.237340776,72395.916336601,86435.6785207354,68691.8814420342,"Main"
2014,"Finland",150166.346998937,13846.5868330912,160498.758572579,141733.537206529,169999.72388234,134667.880741424,"Main"
