orig,dest,stock,year,sd,upp50,lwr50,upp80,lwr80,model
Belgium,Spain,30651.8362512106,2011,590.281090008461,31042.1953354622,30286.5336833748,31464.0820606214,29989.3750854778,Main
Belgium,Sweden,1455.4270914434,2011,27.3565071026871,1474.58328834312,1439.00136227982,1493.57743654253,1425.42016831048,Main
Belgium,United Kingdom,19571.4396161069,2011,376.436047549105,19811.5732876219,19333.9737769954,20078.7082186831,19129.4798086991,Main
Bulgaria,Austria,13288.1471648787,2011,251.515957978238,13462.7547153044,13131.8559476202,13647.3197924242,13006.9700498912,Main
Bulgaria,Belgium,15730.7686011414,2011,2397.61502044279,17411.4718374884,14253.262527907,19012.5314502561,12939.5252425157,Main
Bulgaria,Croatia,195.605726038453,2011,3.73005429637441,198.122627845934,193.326219765621,200.604336282271,191.271790124963,Main
Bulgaria,Cyprus,17390.4575028819,2011,334.558861372237,17624.1761919473,17190.4267554515,17845.282185447,17009.9052856473,Main
Bulgaria,Czechia,4796.16894117766,2011,711.267362035469,5288.00050371239,4362.85223640257,5802.7045359434,3991.47254142486,Main
Bulgaria,Denmark,3257.66548533677,2011,61.5789216653349,3300.53689724014,3220.16357916761,3344.31736382994,3189.68550837673,Main
Bulgaria,Estonia,61.815385241927,2011,1.19329254966875,62.6374443858181,61.0820359481811,63.4461772706446,60.4914187297625,Main
Bulgaria,Finland,1009.82773188471,2011,19.5765543784033,1023.52273620487,997.75241552896,1037.27096476913,987.864213609569,Main
Bulgaria,France,14530.9970673522,2011,281.882640616064,14732.890247557,14361.5381244347,14924.6837571437,14236.9845626767,Main
Bulgaria,Germany,62380.461186769,2011,1209.09614949697,63177.4625748791,61611.8721527999,64032.4034406828,61028.4868272923,Main
Bulgaria,Greece,68579.4300806142,2011,1290.82351118689,69458.9456768498,67760.5323842386,70406.7826073605,67114.1561377652,Main
Bulgaria,Hungary,838.41362147149,2011,16.0473958587534,849.505368576242,828.707098572788,861.289425556046,820.543954059331,Main
Bulgaria,Ireland,1570.51493267175,2011,278.79067470148,1770.00459214075,1403.87414108243,1957.15476155736,1264.99626143824,Main
Bulgaria,Italy,38935.8829540875,2011,745.332449336282,39429.9462495511,38461.7549109526,39956.3000645575,38095.8536850424,Main
Bulgaria,Latvia,90.1421062362607,2011,1.72113737024579,91.3457671923456,89.121032537815,92.5495163483483,88.1833100832304,Main
Bulgaria,Lithuania,40.6532164887672,2011,21.361389710037,55.2463622353793,29.4984004777737,72.9588006278204,22.8847746768833,Main
Bulgaria,Luxembourg,704.789791425346,2011,13.6325973871654,713.832244087954,696.812612254589,723.651478703174,689.434773115979,Main
Bulgaria,Malta,801.146992726067,2011,15.4827274558392,811.354826485064,791.808751635861,821.993648399091,783.736704498477,Main
Bulgaria,Netherlands,13052.9465379752,2011,1925.47320836672,14345.7319735724,11775.3020654065,15733.3948740148,10797.0388082285,Main
Bulgaria,Poland,2370.87878579249,2011,45.3997064663675,2401.31987596358,2343.35620333629,2433.53801006839,2319.5059211229,Main
Bulgaria,Portugal,4883.95375730584,2011,94.6959326782548,4952.28373709717,4826.2408706777,5014.63146282497,4779.87597004118,Main
Bulgaria,Romania,504.354269389263,2011,9.67968704197582,511.059303669934,498.627494641249,517.841760085018,493.418469374988,Main
Bulgaria,Slovakia,586.733801456123,2011,11.1770950486889,594.205770958149,579.767155259278,602.444027053075,574.196256767581,Main
Bulgaria,Slovenia,747.659457684191,2011,14.0857913241606,756.947772030006,738.706161411887,766.80283211429,731.561907763642,Main
Bulgaria,Spain,111141.89604254,2011,2115.07635947994,112556.181942414,109814.347143998,114013.962390194,108719.38687053,Main
Bulgaria,Sweden,5961.36685112644,2011,111.49650643307,6039.9329871471,5893.08948932168,6118.28444501503,5835.41417285748,Main
Bulgaria,United Kingdom,44766.6315066743,2011,863.874163394391,45361.1040336078,44241.7292981102,45954.9190097866,43797.4044838333,Main
Croatia,Austria,30950.1152636834,2011,585.325487934891,31346.3572398361,30595.3990574042,31771.8194073163,30297.2669794979,Main
Croatia,Belgium,34.5962476799972,2011,5.08534729848601,38.0879212372662,31.2437417627352,41.3946357832674,28.5974337564762,Main
Croatia,Bulgaria,41.4218722340293,2011,0.791344393826329,41.955932204238,40.9547490239338,42.5357468482962,40.5479009580547,Main
Croatia,Cyprus,62.7811599011583,2011,1.18501643202204,63.6090361632989,62.0581038254087,64.4039233670452,61.4745062943679,Main
Croatia,Czechia,970.842144630326,2011,142.732824690012,1072.34000660362,879.805565827236,1165.00736700847,804.103454879033,Main
Croatia,Denmark,628.150457082632,2011,12.0180245494837,636.539216259238,620.931790675567,644.882547786189,614.957817843385,Main
Croatia,Estonia,10.132084546048,2011,0.192762978156271,10.2608556624513,10.0100788907719,10.3929659227783,9.91051389476382,Main
Croatia,Finland,152.927364518144,2011,2.96835784020575,154.816688591993,151.077212615266,156.898848340618,149.502433088879,Main
Croatia,France,5846.30647144781,2011,112.770997647066,5921.30045975668,5776.35732884136,5999.66312767881,5719.41489749177,Main
Croatia,Germany,122516.812244219,2011,2356.09387551754,124056.98459456,121087.103038565,125719.316677687,119872.819493021,Main
Croatia,Greece,394.357615323988,2011,7.51119844959884,399.32902731209,389.442588950473,404.74774821026,385.49351574519,Main
Croatia,Hungary,1259.67584488344,2011,24.5905427324172,1276.85764791715,1244.71926050638,1293.12156144572,1232.17466264443,Main
Croatia,Ireland,863.250386006623,2011,150.141212408811,964.935381218473,770.991907073148,1071.48952380141,697.678315272881,Main
Croatia,Italy,24952.7507778452,2011,469.279080915527,25279.9683118734,24664.9592654845,25620.3985831968,24434.4867673672,Main
Croatia,Latvia,6.07593400889779,2011,0.116170319245503,6.1524621290308,6.00868712490519,6.23553377878199,5.94610814769711,Main
Croatia,Lithuania,0.678975087837233,2011,0.363076806885935,0.924883725966924,0.493233700597097,1.22436059941853,0.376095255344368,Main
Croatia,Luxembourg,306.014936221119,2011,5.78792866021385,310.063156958681,302.525478559888,313.913683310323,299.5223251082,Main
Croatia,Malta,68.8533673457105,2011,1.28407631950367,69.7110040776973,68.1248199558437,70.619739307265,67.485919385362,Main
Croatia,Netherlands,115.694940696984,2011,17.0488957433527,127.118237188657,104.945234708227,139.583062752602,96.268926211964,Main
Croatia,Poland,304.989199717265,2011,5.81304686172879,308.761020634392,301.297606841546,312.944340151708,298.311447966478,Main
Croatia,Portugal,108.391183356284,2011,2.0892019870749,109.806242741551,107.091830185337,111.175617254314,106.005458416977,Main
Croatia,Romania,37.3126761584272,2011,0.706910437969479,37.7748917025222,36.8510189884008,38.2852651797192,36.5066911917874,Main
Croatia,Slovakia,366.274371601928,2011,7.05248063633504,371.227098480314,362.068759097279,375.967704177648,358.277697570512,Main
Croatia,Slovenia,34238.5623900832,2011,651.200458205599,34666.4298926695,33828.274628672,35138.3300112593,33503.7756384585,Main
Croatia,Spain,1859.24943280467,2011,35.4171387061944,1882.26624031684,1837.21123956973,1907.93560607865,1818.89964605198,Main
Croatia,Sweden,5082.5625610496,2011,96.5850120114207,5147.71067160154,5024.64652237133,5218.80308049638,4974.98466451947,Main
Croatia,United Kingdom,7072.61767927448,2011,135.750508748211,7166.87804490149,6992.36422215581,7263.6795576744,6924.85892591746,Main
Cyprus,Austria,219.787191614151,2011,4.23659493711408,222.733588423375,217.112713850625,225.465925836745,214.868589319001,Main
Cyprus,Belgium,295.225954605035,2011,46.1780159660149,327.458719498115,266.853673068899,361.613326850025,244.61313712405,Main
Cyprus,Bulgaria,146.516997137484,2011,2.78297538566987,148.442572034417,144.851731940028,150.490764006499,143.490456337079,Main
Cyprus,Croatia,25.9729241040157,2011,69.5030481268921,54.5960378960526,12.3771266806618,107.453827228562,6.37405169836998,Main
Cyprus,Czechia,63.7700525817403,2011,9.52660916306673,70.2801405559726,57.4128954883836,76.7482001589479,52.4547536774402,Main
Cyprus,Denmark,123.461098296521,2011,2.37308464683975,124.98820401262,121.98180110031,126.73914012475,120.745631946058,Main
Cyprus,Estonia,1.01270220780696,2011,0.0198131633569836,1.02620495698719,1.00029733803157,1.04032976452055,0.990225821688959,Main
Cyprus,Finland,37.7805329540202,2011,0.724526184305142,38.2838350439873,37.33336270106,38.7984651496332,36.9656187295779,Main
Cyprus,France,868.185964709404,2011,16.9316425215889,878.87506781395,857.716218875301,891.761169288954,848.948627221986,Main
Cyprus,Germany,1074.00288221497,2011,20.2301338650843,1087.38859181036,1061.75333921738,1102.15450477282,1051.62826845553,Main
Cyprus,Greece,19419.9963612598,2011,371.438549450522,19669.0071446036,19199.5607344425,19925.5757297943,18991.1012279533,Main
Cyprus,Hungary,233.82028635543,2011,4.42006984896254,236.821804510579,230.997888573051,239.773101354026,228.831236063868,Main
Cyprus,Ireland,200.963992542108,2011,34.3743177820086,224.839640737904,178.473225566004,249.562846173628,162.271035157426,Main
Cyprus,Italy,429.959312020537,2011,8.13052386629931,435.999722162756,424.926440321963,441.628478160489,420.995837569302,Main
Cyprus,Latvia,3.03049544888876,2011,0.0572532954022573,3.06873644152775,2.99317000870279,3.10630995970435,2.96443046749737,Main
Cyprus,Lithuania,1.08835282407835,2011,0.583744450042076,1.47327070964597,0.795008963294191,1.93675710446945,0.592246779957627,Main
Cyprus,Luxembourg,44.5806620601937,2011,0.871942019310977,45.1866881751946,44.0367711548577,45.7932487761793,43.5922852400697,Main
Cyprus,Malta,40.5350327478412,2011,0.782747929676018,41.0633064178871,40.0594237573372,41.6023995893032,39.6453922489231,Main
Cyprus,Netherlands,336.634573882347,2011,51.1031966594421,372.301652568508,303.434990577213,407.661183396628,277.196119613843,Main
Cyprus,Poland,48.6402376373718,2011,0.947609208959449,49.2901077770964,48.0625049152514,49.9056723805663,47.5347099433799,Main
Cyprus,Portugal,26.3536505895882,2011,0.509022152029326,26.6996829838961,26.0407753964043,27.0622233008052,25.7866228488559,Main
Cyprus,Romania,94.749400749452,2011,1.82755704743752,96.0100278128648,93.6196360154146,97.2229624678892,92.7219031997053,Main
Cyprus,Slovakia,11.2266266355267,2011,0.220651078861019,11.367958790254,11.085223067312,11.5264812817522,10.9750272233635,Main
Cyprus,Slovenia,13.1490197413751,2011,0.25241459273276,13.3170055767876,12.9882245812293,13.4965721543662,12.8609885662689,Main
Cyprus,Spain,572.24522315726006,2011,10.7317662096544,579.878120525274,566.083885454095,587.206638568877,560.054995151551,Main
Cyprus,Sweden,460.648628362832,2011,8.76699327808795,466.541104438775,454.859461026226,472.904264575532,450.504706449339,Main
Cyprus,United Kingdom,56929.2547708591,2011,1094.02451864332,57710.5093871966,56302.3803928194,58466.5525673348,55732.4454714883,Main
Czechia,Austria,14162.9926259657,2011,4123.54519953633,16956.0431176217,11728.4638487721,19963.7031219925,10019.9336075511,Main
Czechia,Belgium,82.99060977606,2011,12.3110259698069,91.6511726387138,75.2785974774156,100.541828281048,69.236094931105,Main
Czechia,Bulgaria,547.692625184594,2011,79.7148364100694,603.1248012687,497.465801469656,658.324537435172,454.617961193014,Main
Czechia,Croatia,393.269270880715,2011,872.108454325283,734.098123795335,212.275892639617,1317.4977647526,116.169009838932,Main
Czechia,Cyprus,171.85782495999,2011,326.592168523226,323.588830334219,92.0618287890844,548.793119877187,53.7355904306847,Main
Czechia,Denmark,659.331133421451,2011,98.2243558877376,729.351896094724,595.361079329019,797.620929378438,547.628111757294,Main
Czechia,Estonia,36.9930773275219,2011,15.8605081840471,47.7986283501902,28.6834698051323,60.2273071750809,22.9014471962017,Main
Czechia,Finland,100.147638251519,2011,14.6255855293719,110.099704213981,90.557267296997,120.604727820163,83.5104027236407,Main
Czechia,France,3560.41693529112,2011,6580.39766115626,6799.73844771158,1867.43217122748,11688.1690657867,1067.28222177369,Main
Czechia,Germany,49846.803125315,2011,94379.6847068822,96739.733240524,26092.3149063383,168632.437894297,14961.1807479828,Main
Czechia,Greece,980.375699099827,2011,1989.81294566794,1820.89678628858,528.900035981595,3276.78922099868,297.38685821477,Main
Czechia,Hungary,413.374149366524,2011,119.887667965145,494.185811556502,339.562980025939,585.156647694986,288.55101547137,Main
Czechia,Ireland,4666.77628624876,2011,817.025184801563,5245.88054038472,4139.53193778086,5788.54681291626,3751.76914897684,Main
Czechia,Italy,8122.96618119007,2011,1246.91170550039,9031.82318173383,7375.82899904433,9860.54249064956,6712.22717232953,Main
Czechia,Latvia,80.7105310651519,2011,23.9478017911424,98.0498390006539,66.8654435581803,115.496632560471,56.3387537637531,Main
Czechia,Lithuania,38.8217484802852,2011,20.1644161486681,51.9997421548104,28.3945522879943,67.8376806356687,21.1471278820934,Main
Czechia,Luxembourg,417.222513518653,2011,408.02780732558,654.481630815661,263.539499525757,1014.05762031024,172.136820141493,Main
Czechia,Malta,159.128715633492,2011,270.463898379095,305.690571633652,85.3397011257473,570.486670551651,49.2636983308446,Main
Czechia,Netherlands,124.718256234075,2011,18.5832771713676,137.089764364974,112.502607153311,150.24291966993,103.540848339903,Main
Czechia,Poland,1866.93813966133,2011,3365.91567423801,3501.53794511881,973.916519567619,6188.91964528778,559.869327206225,Main
Czechia,Portugal,334.335025620062,2011,605.347231604746,619.73083052558,175.673695131606,1095.00862219522,97.2453003663914,Main
Czechia,Romania,33.4670475370637,2011,13.7384344095011,42.981625860305,25.8951796222995,54.3326829978004,20.8930092055499,Main
Czechia,Slovakia,14892.7754522062,2011,2281.46545503287,16453.6802031581,13515.5920380138,18186.0684955205,12269.671690847,Main
Czechia,Slovenia,225.290233276539,2011,33.1028436909606,248.77956221913,204.937576756082,272.204511453627,187.38692968466,Main
Czechia,Spain,2555.15355019082,2011,4879.31740135569,4837.20410520074,1303.12598130654,8924.5671217839,758.188040493669,Main
Czechia,Sweden,1007.4778339306,2011,149.172960420335,1108.99319082363,909.498444935408,1210.13058231555,834.75632501697,Main
Czechia,United Kingdom,33496.8175250193,2011,64505.3979332365,61887.4552820626,17234.0437656161,107667.864349403,9691.75893098092,Main
Denmark,Austria,857.569739977067,2011,16.5379005356682,869.106608546974,847.23010797995,880.901275949368,838.587953772807,Main
Denmark,Belgium,1842.21781980442,2011,276.119763374186,2034.25584688694,1674.09637435283,2225.36276293741,1528.15131365209,Main
Denmark,Bulgaria,36.3754454346177,2011,0.688050933789026,36.8446204604258,35.9525430587945,37.3300619005371,35.6132825117797,Main
Denmark,Croatia,76.0231503424325,2011,1.47790529973428,76.9981241624618,75.1042759933231,78.011568964885,74.3470591786466,Main
Denmark,Cyprus,99.2717321590121,2011,1.8649344252002,100.538168282091,98.1266752842069,101.758858963845,97.1296122216198,Main
Denmark,Czechia,180.346536522585,2011,27.6132308344618,199.614912169282,162.437318436809,219.55146198109,147.893504534936,Main
Denmark,Estonia,80.9897072422319,2011,1.57111949576208,82.0603877565653,80.0398897947343,83.2122196658532,79.2346997044897,Main
Denmark,Finland,624.632549026559,2011,11.975610293157,632.591958788958,617.180394361562,641.397713432203,610.888465091604,Main
Denmark,France,4091.15423973029,2011,77.7624653921925,4143.25231523136,4042.74837018234,4194.81292046896,4004.28982449551,Main
Denmark,Germany,15402.3418678505,2011,292.770571749944,15604.2780731534,15218.3375908319,15809.402212339,15080.5075927347,Main
Denmark,Greece,742.095338958689,2011,14.4637653576582,752.26616343061,733.241871462615,762.220571865246,725.68783471837,Main
Denmark,Hungary,197.457372219855,2011,3.73437906945063,199.980264762667,195.246786339766,202.591478384424,193.325780096588,Main
Denmark,Ireland,710.419382282985,2011,122.416637069164,791.467897310438,634.601275216561,882.102620918536,570.933153865398,Main
Denmark,Italy,1994.48671587003,2011,37.9096148698437,2019.33677581655,1970.46272229879,2045.27543840372,1950.9426723023,Main
Denmark,Latvia,139.740022423666,2011,2.62589341381604,141.497904534111,138.154056360057,143.370884269369,136.672015678603,Main
Denmark,Lithuania,66.4345992934763,2011,35.6696592986737,90.4087291016033,48.3764783325093,118.263736516227,36.6752412835339,Main
Denmark,Luxembourg,1282.78918398338,2011,24.4705055331151,1299.09263068096,1267.94416846814,1316.41758382512,1255.44941559213,Main
Denmark,Malta,102.378261054987,2011,1.93460561821337,103.675469017127,101.170865238926,105.122085384073,100.161677568101,Main
Denmark,Netherlands,2353.7367160524,2011,348.853520973027,2596.64891665882,2141.01428262169,2842.72065334383,1965.47869776395,Main
Denmark,Poland,459.875276097684,2011,8.68791620604704,465.671409188135,454.541641334317,471.630140579286,449.917008134163,Main
Denmark,Portugal,283.87008637255,2011,5.3615222896847,287.34384063538,280.431788279074,290.996724600035,277.70759091211,Main
Denmark,Romania,44.5793280977794,2011,0.866806481101013,45.1488295536892,44.0143489590577,45.762478329693,43.5810911450439,Main
Denmark,Slovakia,49.0228213241377,2011,0.948071734935638,49.6756704904252,48.4784287523549,50.3748905768639,48.020267677775,Main
Denmark,Slovenia,37.3909394331621,2011,0.703498937889498,37.8589239557424,36.9569767386388,38.3594174402354,36.5877616725946,Main
Denmark,Spain,4575.34717725528,2011,87.2835200793633,4637.1654478070805,4523.0378137051,4697.7179633859,4478.02665295901,Main
Denmark,Sweden,28470.9928072808,2011,536.640462112499,28826.4087960458,28142.9130815555,29226.2387440938,27872.3317825715,Main
Denmark,United Kingdom,16477.14097639,2011,316.084644169591,16693.6405161168,16277.7472914799,16903.0789780746,16123.1978249294,Main
Estonia,Austria,313.020927831542,2011,5.9705021479016,317.077881309242,309.330454768323,321.083603450414,306.373843670648,Main
Estonia,Belgium,398.440626437875,2011,60.7916636623574,441.111210395385,358.18011389905,479.409146040482,326.833890185066,Main
Estonia,Bulgaria,49.5470556822776,2011,0.936070467867128,50.1668542288467,48.9301617361574,50.790288727052,48.4538414089044,Main
Estonia,Croatia,12.1583424588142,2011,0.236711649799241,12.3124583874842,12.0087245809937,12.4921945443972,11.8914580336925,Main
Estonia,Cyprus,194.556086975362,2011,3.6661650148293,197.049534224244,192.327129862502,199.597322608154,190.429499805859,Main
Estonia,Czechia,104.539101542448,2011,15.205148908319,114.960023953647,94.9001190571307,125.95434199112,87.1303542591206,Main
Estonia,Denmark,1089.23905073321,2011,20.9735695487493,1102.78271820332,1076.28482355947,1118.30567350664,1065.63359351298,Main
Estonia,Finland,21982.5682159697,2011,419.576723845069,22263.9516194783,21722.8023219159,22549.5708440493,21500.2615863688,Main
Estonia,France,671.697426266225,2011,12.7281890666856,680.213815534608,663.668035596036,688.868559149676,656.633430913491,Main
Estonia,Germany,7473.78551973055,2011,143.140000878701,7568.38278423887,7385.41671682305,7670.47853335858,7313.93113689245,Main
Estonia,Greece,121.574843856531,2011,2.28355077364167,123.144867639696,120.237929218232,124.759248283997,119.080413165821,Main
Estonia,Hungary,109.318210627905,2011,2.09121660822994,110.764069613327,108.01715631529,112.239454152143,106.952559831016,Main
Estonia,Ireland,2100.63457803167,2011,368.841187127409,2366.25585390174,1860.24707176795,2617.65285584527,1676.47469363781,Main
Estonia,Italy,1011.80824681406,2011,19.1185370117301,1024.01834398187,999.311330846869,1037.02022620964,989.832830253706,Main
Estonia,Latvia,2636.64554150928,2011,50.9817723785419,2671.37538494414,2605.22377250221,2704.97742715973,2578.71551009149,Main
Estonia,Lithuania,938.280253319149,2011,17.9692736326569,949.534348437184,926.833006572761,963.035346977114,918.074952111815,Main
Estonia,Luxembourg,366.745858614612,2011,7.00102190590297,371.477198232428,362.346222279896,376.460806535738,358.792544871611,Main
Estonia,Malta,32.4342116017009,2011,0.619829890694657,32.8610596080141,32.0663248804563,33.2822598079036,31.7246958995376,Main
Estonia,Netherlands,546.932902304615,2011,80.6025116494954,601.952276076089,495.646373217278,656.943082606461,451.520546124006,Main
Estonia,Poland,165.121491924376,2011,3.13853413830169,167.241399492975,163.195321205061,169.492187488192,161.600397395929,Main
Estonia,Portugal,106.294281310413,2011,2.02679789907271,107.699006000664,105.123022517863,109.195606234791,104.055252473786,Main
Estonia,Romania,15.1504230889699,2011,0.291298791111497,15.3523074264609,14.976083578951,15.5534471269463,14.8220054094797,Main
Estonia,Slovakia,19.339835596499,2011,0.364027943599351,19.5950114787441,19.1276985559712,19.846818837055,18.9361314125019,Main
Estonia,Slovenia,12.1245800668605,2011,0.23153800505771,12.2845832965277,11.9835813643086,12.4483297915211,11.8659359573187,Main
Estonia,Spain,658.711443515626,2011,12.7667094259859,667.038332687288,650.57633905234,676.274490210327,644.145874019472,Main
Estonia,Sweden,4593.92701558036,2011,86.9357343643923,4653.82761341417,4541.2039553632,4711.79963240043,4494.83973874475,Main
Estonia,United Kingdom,7509.65619636019,2011,146.976599963067,7604.84791987215,7419.00993579765,7708.54214923049,7343.75727570472,Main
Finland,Austria,1161.30516987616,2011,22.1531650119547,1176.9860848364,1147.63703189782,1192.57673787406,1135.66565264799,Main
Finland,Belgium,2180.15959262067,2011,327.426633370582,2407.19262523931,1986.38259880872,2643.0088502314,1819.88641774934,Main
Finland,Bulgaria,37.3960608722445,2011,0.709566194360611,37.8832890845493,36.9546259075653,38.3696486795687,36.5878601260493,Main
Finland,Croatia,22.3045503170633,2011,0.425969245900319,22.592586014452,22.0291667399548,22.8796997802837,21.8029984582813,Main
Finland,Cyprus,226.743000947532,2011,4.36619071943359,229.933265815088,224.157535124241,232.86503578731,222.023488062524,Main
Finland,Czechia,169.552768780472,2011,25.0505114435287,186.658315857861,153.068535449189,203.874733478894,140.205446689546,Main
Finland,Denmark,2414.75796485776,2011,46.2854892668422,2445.18925731711,2387.08881124079,2478.32416504729,2361.35308392046,Main
Finland,Estonia,1406.33225212764,2011,26.509711007108,1424.40399974067,1390.56643915078,1444.15379663534,1376.86647393661,Main
