"year","orig","dest","total","sd","upp50","lwr50","upp80","lwr80"
2011,"Austria","Belgium",2546.45986424391,400.68059403482,2843.21066165004,2287.58751168095,3139.99217916451,2103.27417479527
2011,"Austria","Bulgaria",163.927627113772,8.8709369218172,170.483088478926,154.770345511473,172.611268401929,149.688262575414
2011,"Austria","Croatia",4951.17857580696,263.171500437567,5147.35483926623,4701.61650402043,5241.10515405074,4534.41243406841
2011,"Austria","Cyprus",166.75193472914,8.92173923080898,172.980032141309,158.330950247663,175.770023738771,152.638738502424
2011,"Austria","Czechia",1926.98522851865,308.32517935871,2116.77303880372,1733.7751375625,2334.2007041886,1526.59001904978
2011,"Austria","Denmark",1479.71648269745,78.1978514848964,1534.69366675219,1412.2210395247,1565.27837343101,1354.25908984609
2011,"Austria","Estonia",47.4851881756354,2.51565547429726,49.0412019394791,44.7954141688046,49.9953964660716,43.5270807722723
2011,"Austria","Finland",517.515832948679,28.0317966042109,537.116169115955,491.479359923285,546.017487915674,470.68414895939
2011,"Austria","France",9937.06770366682,525.377114605272,10321.5779317836,9464.86277715977,10537.1993263531,9121.93841354743
2011,"Austria","Germany",156518.262378572,8333.93885868642,161399.627564766,147579.476851618,164823.00794519,143234.209571653
2011,"Austria","Greece",2131.7872793115,112.888716710004,2215.84450201411,2025.96830580479,2246.21190376695,1957.73406687678
2011,"Austria","Hungary",4009.21322907882,213.800073111635,4151.03404304717,3808.94238632697,4237.38088826291,3656.48837608485
2011,"Austria","Ireland",681.097642322178,121.640371702189,768.981691567868,613.541107392007,863.53022397839,557.063190489272
2011,"Austria","Italy",11780.5584443876,618.661210766446,12228.3818679687,11214.0773092152,12458.3070727705,10813.3633297918
2011,"Austria","Latvia",92.3251248198954,4.83803476400631,95.866334163565,87.8586178233302,97.1529175292227,84.626354878761
2011,"Austria","Lithuania",29.5083904543763,14.1950234946275,40.0593642859841,21.7392294980095,49.0248757083424,16.3913515470207
2011,"Austria","Luxembourg",777.379297964929,39.4223661305951,804.48197586252,739.828828494112,818.57668857756,711.846248776201
2011,"Austria","Malta",101.178054108722,5.24584349346199,105.079782625255,96.345323443541,106.476758184218,92.9222132943591
2011,"Austria","Netherlands",5324.50365110005,774.735210244286,5836.46812502835,4816.41743903786,6420.05761717452,4387.03332458624
2011,"Austria","Poland",1315.56427441754,69.9797120926902,1366.41351789419,1250.27753263651,1388.75018267005,1203.07206357526
2011,"Austria","Portugal",451.285654227761,23.5268212899861,466.701723424882,430.736975256706,476.555883930543,414.396100632762
2011,"Austria","Romania",413.716591856397,21.8215136772788,428.089199250383,392.79610817095,435.647194402086,380.92492618757
2011,"Austria","Slovakia",597.443086730983,32.1587864222804,619.635096433501,567.186726488513,630.20802010544,546.574239655823
2011,"Austria","Slovenia",2328.1279644622,124.002849411896,2412.29497963486,2208.39355095275,2460.0310091195,2138.33114055203
2011,"Austria","Spain",5822.72905255528,306.294691233976,6050.97687730923,5560.43170432808,6154.64390734264,5342.32481544949
2011,"Austria","Sweden",3545.84300925973,186.681451509179,3684.73148528032,3380.58539752286,3749.26418867976,3254.58655517154
2011,"Austria","United Kingdom",13984.4368651829,728.249552095573,14477.8619721455,13292.7615161334,14730.0126841379,12787.9073619782
2011,"Belgium","Austria",1976.36318021249,106.083213704782,2054.67304410342,1875.0073842115,2094.75770483069,1817.3378315731
2011,"Belgium","Bulgaria",253.963779152174,13.1650105918128,263.431248495978,241.946986975181,267.933871870559,234.144090776052
2011,"Belgium","Croatia",221.505290678756,11.6327661516631,230.154335958083,210.849718291567,234.162799975106,202.787425137967
2011,"Belgium","Cyprus",163.932615374475,8.48408876027107,170.305863344658,156.150782398733,173.045311758861,150.911768563812
2011,"Belgium","Czechia",397.417935310768,61.6744711682588,438.658656872442,361.110366031576,482.491484091358,324.464048121363
2011,"Belgium","Denmark",1636.29192811411,86.4632040547412,1703.98290129437,1557.18927765558,1735.19221179984,1514.13844482489
2011,"Belgium","Estonia",39.8119142312019,2.05617377686301,41.1597506609058,37.778090408314,41.8573585108051,36.5154993321952
2011,"Belgium","Finland",342.583833695918,18.0418174882569,356.826012055232,326.043728115188,362.410710301059,316.001616853259
2011,"Belgium","France",128518.565112768,6906.67682695008,133643.992920958,122808.115426207,136220.628855099,118197.768735317
2011,"Belgium","Germany",23699.2423719373,1263.62229814516,24557.7014789507,22427.8880277423,24990.2075676497,21790.2502342466
2011,"Belgium","Greece",5982.54735805465,318.444748039503,6203.03004346059,5665.94487599343,6289.25888769839,5490.66295803862
2011,"Belgium","Hungary",978.815697622905,52.8484326948666,1019.12538481272,929.906736003669,1038.99714904679,899.999404632364
2011,"Belgium","Ireland",1335.50741269629,250.705263034563,1486.13761179374,1194.16185888893,1724.4884598805,1075.09773455588
2011,"Belgium","Italy",50632.1875183277,2723.44955167001,52690.907937488,48070.4370756762,53587.1713850826,46326.358784236
2011,"Belgium","Latvia",39.688815086704,2.14281524712153,41.2649526310486,37.647475397437,41.9574970293196,36.3938478414559
2011,"Belgium","Lithuania",55.6963925856553,28.9658297961682,74.8698422309924,41.2179744610391,102.708644788589,31.4020733491916
2011,"Belgium","Luxembourg",17042.9910090697,888.909936365637,17709.0383503068,16205.8906141581,17972.084461105,15589.3920625202
2011,"Belgium","Malta",150.879204014486,8.00150787102232,157.09179368603,143.78041951866,159.301735933702,138.641177796097
2011,"Belgium","Netherlands",39709.4945155023,6356.98730157718,44678.5286283929,35842.2215683635,48990.5102957934,33143.4715758709
2011,"Belgium","Poland",956.81967389117,50.0637187561222,995.189134903252,912.91869865664,1010.35845658014,883.611016301383
