"year","name","flow","sd","upp50","lwr50","upp80","lwr80","source_name","source"
2011,"Austria",449737.767511346,17680.191298501,456439.718192322,424117.375875007,462556.431805534,417733.026273197,"Estimate","Estimate"
2011,"Belgium",547375.755187413,33355.1291888828,568106.64213891,520435.993226994,584946.988950908,500754.705013273,"Estimate","Estimate"
2011,"Bulgaria",9847.56096279025,374.746245686863,9993.15959738546,9264.42122530351,10091.5768763243,9145.77705514346,"Estimate","Estimate"
2011,"Croatia",58389.9201710279,2685.21787517428,59616.5424507423,54435.0162012906,60556.5276917915,53696.6888322861,"Estimate","Estimate"
2011,"Cyprus",94388.5087426142,3638.05190123613,95612.1199694784,88465.0287679979,96661.1047855189,87618.8786820415,"Estimate","Estimate"
2011,"Czechia",103480.935400554,10061.64092555,110804.705596002,96998.6522555634,117487.678414596,93230.0882398466,"Estimate","Estimate"
2011,"Denmark",140211.351481589,5295.275750226,141778.112476067,130923.591528796,143074.164727752,129985.176599098,"Estimate","Estimate"
2011,"Estonia",8754.12518303076,333.909062046169,8854.32078039244,8191.08956866723,8940.79950882297,8115.25262250017,"Estimate","Estimate"
2011,"Finland",78460.6091456089,3028.46453887786,79374.3476578751,73427.2889419785,80255.1722335588,72749.7329888565,"Estimate","Estimate"
2011,"France",1527814.3547937,56570.3385893375,1543086.24023061,1434153.58164765,1561864.55409521,1417592.16401552,"Estimate","Estimate"
2011,"Germany",2874837.60423692,188354.390124634,2949863.68462547,2775120.38442519,3127918.2315171,2682291.30144347,"Estimate","Estimate"
2011,"Greece",323422.638853305,12234.6656598797,326934.401624909,302232.84064974,329484.101675384,299774.064456196,"Estimate","Estimate"
2011,"Hungary",193011.172076405,7551.25248596106,195884.691548075,181309.326893375,197671.601848482,178932.932439867,"Estimate","Estimate"
2011,"Ireland",423537.110301201,40380.3987277946,448225.965032521,394541.413470788,472636.17562543,374319.173053913,"Estimate","Estimate"
2011,"Italy",1409246.39147149,54414.6468367289,1428679.27227463,1322244.3067551,1442207.88493432,1306416.45389794,"Estimate","Estimate"
2011,"Latvia",19819.6170154103,766.726417700205,20145.6629858264,18629.5422438457,20352.2603061331,18386.6944008765,"Estimate","Estimate"
2011,"Lithuania",11467.7202297278,498.339059390709,11667.5779430034,10728.4341501723,11817.2033095006,10543.8890865739,"Estimate","Estimate"
2011,"Luxembourg",142285.992811509,5541.77908738623,144204.841194549,133114.803550282,145756.205088039,131938.370867692,"Estimate","Estimate"
2011,"Malta",14413.5312849009,575.623624530777,14675.9704917338,13607.9988585194,14862.9934009669,13388.1183304186,"Estimate","Estimate"
2011,"Netherlands",346692.993477641,23759.3468050304,361790.663247069,332668.22080382,377542.407821224,317246.173464571,"Estimate","Estimate"
2011,"Poland",53924.7872749102,3192.75924678633,55611.4575862051,50799.5947335031,57544.9027015531,49285.9248237134,"Estimate","Estimate"
2011,"Portugal",187057.412481738,6901.71374487043,189304.99957768,175754.834180374,191196.118470242,173939.440509989,"Estimate","Estimate"
2011,"Romania",11692.1022796027,440.315198072207,11845.5506122161,10950.520124927,11939.4733830751,10858.6724163229,"Estimate","Estimate"
2011,"Slovakia",30338.771751739,2673.76468423046,32127.2683759218,28583.3108230079,34176.3043864386,27352.8882235238,"Estimate","Estimate"
2011,"Slovenia",51534.2401917516,1998.41291825352,52223.6354477082,48361.1713537584,52830.7344566658,47799.9278899062,"Estimate","Estimate"
2011,"Spain",1645597.48044371,61946.0034808329,1667164.93229956,1545489.04381973,1683161.83343649,1528980.91775978,"Estimate","Estimate"
2011,"Sweden",355536.383886919,13536.105098199,359666.20426721,331927.56236866,363195.215285177,330045.527053024,"Estimate","Estimate"
2011,"UK",2223852.83940854,86569.9228179615,2275056.95352103,2131031.90242455,2313257.77284253,2075585.13824688,"Estimate","Estimate"
2012,"Austria",461345.534373589,24588.6687686274,475908.692165737,443704.285175605,490139.054501609,428870.283793442,"Estimate","Estimate"
2012,"Belgium",584353.554566469,33055.6236670641,606138.563741517,562515.630129584,625790.505165913,543334.622853276,"Estimate","Estimate"
2012,"Bulgaria",11450.7386451282,570.637802590398,11850.0369282362,11022.2491465427,12220.1491027861,10768.6265569058,"Estimate","Estimate"
2012,"Croatia",57780.6218184684,7710.922956711,63543.4550613762,53031.5454493819,69049.1531123767,49446.7782890658,"Estimate","Estimate"
