"year","name","flow","sd","upp50","lwr50","upp80","lwr80","source_name","source"
2011,"Austria",184553.901044521,5234.13682499411,191225.076039727,182392.488631177,193766.427137281,180205.165808308,"Estimate","Estimate"
2011,"Belgium",276508.633333122,9170.59236582145,284696.651576933,271575.564302303,290358.314444836,266780.12190463,"Estimate","Estimate"
2011,"Bulgaria",432140.464487789,11880.8816604305,448191.251908345,426592.085397174,453907.391008955,422979.579921604,"Estimate","Estimate"
2011,"Croatia",240536.497052481,6678.77034476325,249851.474078822,237420.661867585,252553.651966667,235422.820055404,"Estimate","Estimate"
2011,"Cyprus",82502.390314349,2413.93598507206,85548.600052943,81308.4911905828,86851.720166119,80586.2803085231,"Estimate","Estimate"
2011,"Czechia",202710.149518611,175962.650581217,318237.480201806,137474.806725953,484061.206957961,110157.83816551,"Estimate","Estimate"
2011,"Denmark",82099.2412500539,2268.77143269528,85021.2195217499,80856.5422580089,86022.5919066974,80068.84944012,"Estimate","Estimate"
2011,"Estonia",53777.5366037134,1557.3292697603,55808.8296265393,52978.6428961871,56554.8565532451,52563.4726855902,"Estimate","Estimate"
2011,"Finland",144547.844922901,4258.11804656633,150243.113267227,142551.717147816,152266.748163156,141223.140229414,"Estimate","Estimate"
2011,"France",767013.749102285,30579.3610196725,789123.809887956,746170.450081692,811600.512419299,730717.850981873,"Estimate","Estimate"
2011,"Germany",1320947.44933357,41087.6422998739,1369951.66831962,1297005.94761976,1388795.67199606,1285781.72000314,"Estimate","Estimate"
2011,"Greece",225012.818223045,6718.00950534603,232426.676909856,220805.271214834,236186.759283934,218455.385103921,"Estimate","Estimate"
2011,"Hungary",207343.440746473,5871.95396162526,214004.555588184,203839.545413955,217275.121404865,202218.025257982,"Estimate","Estimate"
2011,"Ireland",311820.265800202,9085.85613656565,323085.644384247,307274.82411945,327938.102831866,303952.605134913,"Estimate","Estimate"
2011,"Italy",735052.968004963,24458.265644366,757313.921090645,721568.211188257,776803.789979737,713677.651092316,"Estimate","Estimate"
2011,"Latvia",112970.655346437,4283.27364337111,116252.553755521,110194.399495947,118876.240069365,108380.285818924,"Estimate","Estimate"
2011,"Lithuania",207128.871006689,7289.24281272702,212473.040559173,202102.482799509,217061.64973045,198634.526262499,"Estimate","Estimate"
2011,"Luxembourg",39157.6276544153,1859.13251577981,40707.0147892779,38201.2278268616,42097.7854129342,37421.2161704014,"Estimate","Estimate"
2011,"Malta",27269.5331807587,1707.22259174786,28421.5097249094,26726.6217699853,29320.8313742659,26364.6220415886,"Estimate","Estimate"
2011,"Netherlands",301713.32882565,15893.2150243565,312059.322662787,291683.710599549,324497.008458103,283394.781461564,"Estimate","Estimate"
2011,"Poland",2232595.10801874,66467.2036852554,2314568.97318349,2199003.56502504,2344972.84128664,2174545.73831335,"Estimate","Estimate"
2011,"Portugal",828496.761911797,23065.5585227339,858885.486804749,817206.010755154,868942.95355434,810052.531588481,"Estimate","Estimate"
2011,"Romania",2181258.18214717,60656.6502532941,2269537.85887693,2154600.79979056,2294398.0990251,2140293.98305835,"Estimate","Estimate"
2011,"Slovakia",205725.876652269,12007.6009946428,213369.065662888,198739.491773346,222149.135480509,191940.245643548,"Estimate","Estimate"
2011,"Slovenia",59562.4345974841,1619.80832376282,61914.4621342903,58738.4452453421,62539.7885797198,58391.6920826657,"Estimate","Estimate"
2011,"Spain",368525.777925464,11160.8915285525,380066.073716932,361975.10235057,387007.057519821,358089.88517495,"Estimate","Estimate"
2011,"Sweden",124730.936080062,3355.65258047822,129502.761334048,123268.585244851,131036.018241007,122401.982374606,"Estimate","Estimate"
2011,"UK",770414.29998848,35964.8955829631,798311.169742222,748788.818112289,820588.959231616,731024.695651973,"Estimate","Estimate"
2012,"Austria",180319.452729728,28351.9441853428,201945.516375398,164586.921982703,224264.453936272,149403.196862701,"Estimate","Estimate"
