"year","total","sd","upp50","lwr50","upp80","lwr80"
2011,13219432.2086843,980366.688267275,13604888.8983889,13009708.5440316,14014755.1433133,12907373.1429477
2012,13043675.401314,895602.426558672,13399685.3554024,12803256.0206952,13829704.8775629,12585325.3207906
2013,12731366.1745126,854043.657095042,13099594.5453013,12414134.9777808,13606201.1169941,12138577.3906849
2014,12264708.7479201,938141.306844383,12689829.2235696,11932267.8213383,13288619.8780937,11689596.1754969
2015,11882140.5687121,895028.542694642,12404015.1395347,11537934.7693337,12994008.4894202,11312338.5164878
2016,11554119.5862089,846974.72212834,12192815.0885098,11254875.8468878,12671834.1107702,11032322.3248856
2017,11250410.0841775,941240.353367022,12009071.6468518,10943617.4734434,12527323.7679874,10659510.8195986
2018,10931361.0994596,1102131.17843258,11826618.6904231,10514434.9416761,12474672.0071302,10220592.5974224
2019,10728856.0748061,1228961.28428409,11687836.8587669,10184468.6002194,12445980.9612296,9812858.04099218
