"year","total","sd","upp50","lwr50","upp80","lwr80"
2011,13240481.4618516,472642.603536353,13665967.8285771,13000771.6828265,13956861.3907981,12863396.8711191
2012,13694706.7961545,610976.960072683,14095411.9954729,13226679.8957845,14471196.9435978,12912146.1994633
2013,13897506.167396,736530.951946767,14392236.4499547,13411806.2085022,14868291.3338137,12992692.2126066
2014,13997251.304914,725420.924457575,14489182.4349656,13517102.375296,14984305.6842545,13168963.7845816
2015,14079986.8638602,736588.703979971,14623186.8250642,13585173.2186124,14944824.3123166,13204346.5050102
2016,14037983.9678027,675544.562436505,14404354.7952588,13578400.8124835,14765848.0912839,13044484.804628
2017,14021083.5384276,619457.767648801,14557068.7256646,13499782.6990088,14851115.1309654,13223257.150494
2018,13817264.6309445,713474.882148095,14339699.3648671,13345109.4205665,14704005.7815019,12981558.0273128
2019,13769361.2624918,904739.523185068,14396425.594785,13154243.3430503,14959694.339694,12778686.6145929
